title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
16 and Out (feat. OC & A Bless),"Showbiz & A.G., OC, A Bless",0IcKohNVn2jmFyNUWCuThM,0.701,0.721,4,-7.606,0,0.369,0.0791,0.0,0.248,0.723,87.588,0
Walkin On Air (feat. A Bless),"Showbiz & A.G., A Bless",4EALGw63HBOfLAdHKy34m5,0.728,0.694,4,-10.051,0,0.525,0.0192,0.0,0.133,0.595,81.463,0
My Corner,"Raekwon, Lil Wayne",3HDdWb4U8y3Cmb8lZFtDUl,0.56,0.812,6,-6.502,0,0.323,0.00996,0.0,0.124,0.43,172.082,19
Up North Trip,Mobb Deep,7KQvT4YuzcmyogWg7Gq4Z5,0.845,0.641,6,-5.102,0,0.275,0.0391,2.4e-06,0.326,0.774,87.86,0
Find Me In The Future,Jonwayne,2tCIZZot7zWRh9yaDdp8a0,0.688,0.554,9,-7.059,0,0.291,0.674,0.0181,0.13,0.316,81.99,20
Still Strugglin',Raekwon,3JlgthJUO1PaIZbHRC8ViE,0.726,0.706,1,-7.426,1,0.45,0.514,0.0,0.398,0.932,92.216,18
24 Deep,Brotha Lynch Hung,4zsLRoSv1rKj8Y53mnx6LB,0.738,0.778,4,-9.035,0,0.344,0.0458,0.0,0.13,0.893,89.599,0
Tea Thyme,Damu The Fudgemunk,2APXQ9ONhqK1GDexegeSdv,0.682,0.762,7,-10.581,1,0.0482,0.142,0.859,0.232,0.639,91.098,21
Tangible Dream,Oddisee,230KmivxIhCtBbVdaKPhLb,0.677,0.672,2,-8.194,1,0.282,0.0576,0.000132,0.11,0.387,83.774,17
Baby Blue (feat. Chance the Rapper),"Action Bronson, Chance the Rapper",7gDwRzJhLs0fFHaGtMDJVM,0.828,0.487,6,-6.142,0,0.0343,0.247,1.86e-05,0.136,0.761,85.027,7
Mega Genesis,"Hus KingPin, SmooVth, SageInfinite",7DM0897TLQ7UF8NE6ycSZp,0.548,0.891,1,-5.625,0,0.472,0.0539,0.0,0.327,0.672,184.682,19
"The Rebirth (feat. Kwote 1, Chinch33)","Grim Reaperz, Chinch33, Kwote 1",1ooklawsPdWInBm0Lqmv1u,0.654,0.824,10,-4.729,0,0.201,0.0163,0.0,0.0906,0.868,93.126,7
Good Knight,"Kirk Knight, Joey Bada$$, Flatbush Zombies, Dizzy Wright",2YjHdG4BiHUgflS8FTWcYC,0.683,0.798,2,-5.451,1,0.345,0.0641,0.0,0.107,0.343,95.79,18
Dear Raleigh,"Kooley High, Charlie Smarts",0siQP9KiIRRrgvlDJQG7Us,0.587,0.799,7,-6.271,1,0.158,0.228,0.0,0.329,0.649,85.884,18
Massacre,"PaceWon & Mr. Green, Chris Rivers",2xhtKZPg6mwqfFpe4IadWW,0.6,0.753,0,-6.451,1,0.324,0.353,0.0,0.12,0.486,80.848,18
Beautiful You,"Lateef & The Chief, Bear, Joyo Velarde, Gift Of Gab",05mgRtdtHbATNsccY6ldzT,0.806,0.71,1,-5.127,0,0.2,0.138,1.16e-06,0.0576,0.649,90.933,0
The Life of Kings,"Phonte, Evidence, Big K.R.I.T.",7unjRDmTCT1jXrZn1diK43,0.54,0.866,11,-8.168,0,0.446,0.00216,0.0,0.0795,0.629,85.187,14
Take Time,Awon,2QqAVlaV6Y45ebsXxfS5i8,0.674,0.625,9,-8.7,1,0.0942,0.493,2.88e-06,0.16,0.603,171.992,10
Write This Down,"SoulChef, Nieve",10yBOZi6cIDeJOlb7Pbz1J,0.824,0.818,10,-4.396,0,0.18,0.173,0.0136,0.21,0.844,92.978,7
Pistolvania,"Vinnie Paz, Freeway, Jakk Frost",6m2MMzrZsQAeXx60cLpejB,0.687,0.938,10,-2.699,0,0.0532,0.0285,5.05e-06,0.319,0.743,89.0,7
"Beards R Us (feat. Freeway, Malik B & Tana da Beast)",Jakk Frost,16tuuERcUcavy7ZUMwRHPU,0.595,0.791,10,-7.786,0,0.333,0.27,0.0,0.759,0.416,88.061,12
Beardgang Initiation (feat. Malik B & Nima Ab),"Jakk Frost, Malik B., Nima Ab",3XWBlRH7SuhQRamNaknej3,0.633,0.743,9,-5.943,0,0.363,0.493,0.0,0.123,0.719,94.022,14
Indivisible (P&P),"Da Villins, DJ Skizz, Sean Price",09aN1UFX8qmW8xPTJMAPqW,0.567,0.753,2,-6.341,0,0.23,0.357,0.0,0.175,0.734,93.193,0
Disturbed,"Blame One, Exile, Sean Price",7xfcAZHTozqhNAkwUMRSvU,0.375,0.883,0,-3.66,1,0.375,0.00441,0.0,0.295,0.563,93.351,18
Ladder of Success,"Madwreck, K-Hill, Masta Ace, Phonte, Wordsworth",6FIJ8ayDO7F6hMnjXWNj42,0.599,0.896,9,-2.971,0,0.152,0.0859,0.0,0.131,0.644,89.992,14
General's Entrance,"Jakk Frost, DJ Skizz, Freeway, Sean Price, Tana",1lScOZmzpfSI9NVrARCCq4,0.515,0.808,1,-4.493,0,0.407,0.567,0.0,0.4,0.773,165.952,19
Unexpected,Ran Reed,50f3rBzqUJJQKcarJpx2Bs,0.723,0.784,11,-2.983,0,0.301,0.242,0.0,0.476,0.523,95.21,14
Great Paper Chase,Shabaam Sahdeeq,7KTyImH0iADFfqRxOtElab,0.653,0.885,7,-3.466,1,0.38,0.0511,0.0,0.172,0.544,89.621,18
Ready for War,"Cella Dwellas, Ran Reed",7aybFECnKezb4WwnbLG5P7,0.732,0.901,9,-4.336,1,0.336,0.35,0.0,0.165,0.877,91.773,2
Street Therapist,"D.V. alias Khryst, Retsam",4Qc31akghq5pz5oHF1BPf3,0.584,0.915,10,-3.793,0,0.367,0.0182,0.0,0.0865,0.91,86.773,14
Rock the Spot (feat. Sean Price & Rapper Big Pooh),"Bash Brothers, Sean Price, Rapper Big Pooh",6TovNp0EXslt1PqTkKFVTi,0.49,0.903,0,-4.057,1,0.353,0.0793,0.0,0.199,0.687,79.331,18
All of Us,"Chris Orrick, Apollo Brown",6LcEoZGzpv1pmZqONt55KF,0.313,0.82,9,-7.495,0,0.719,0.00282,4.21e-06,0.474,0.33,78.835,14
Back to the Basics,"Sincere da Emcee, Reks",4hfNyS2ckbWuLNNIlUUO4l,0.802,0.536,2,-9.656,1,0.41,0.491,2.15e-05,0.0947,0.525,85.712,17
Imperius Rex,Sean Price,3AIotew6xZYbWHNbN1uipB,0.399,0.712,1,-6.477,1,0.417,0.000479,0.00177,0.415,0.488,85.357,18
Hip Hop Essentials,Rasco and The Cali Agents,6v5SS4PYwzX0pthehWC4RY,0.853,0.821,1,-4.25,0,0.267,0.022,0.0,0.115,0.639,91.695,0
Ink Pen,"Tragedy Khadafi, Oowop The Don, Sean Price, Kima Rocel",6PfqCvqn5dPe7VkoaYkP7Q,0.546,0.712,11,-7.485,0,0.41,0.675,0.0,0.565,0.752,83.419,14
Lyrics,Special Ed,1gVX4NdvUscG6eJm9LKF9g,0.724,0.542,0,-11.3,1,0.333,0.0525,4.32e-05,0.32,0.581,166.165,5
Rukus,Special Ed,4P3UwgGvyKQ6jN1cmJ8uXd,0.669,0.478,10,-9.295,0,0.46,0.167,2.22e-05,0.143,0.711,171.748,19
Dead or Alive,"Sean Price, Bernadette Price",6XcoPpropbWDkFibNM10Ur,0.372,0.735,11,-4.057,0,0.341,9.73e-05,4.18e-05,0.508,0.114,178.482,19
Ape in His Apex,"Sean Price, Ruste Juxx",2XyvjMer8Spx7BY7gqxZDt,0.503,0.814,5,-5.788,1,0.334,0.000368,0.0185,0.358,0.616,81.905,18
Negus,"Sean Price, DOOM, Ike Eyez",0oWcVb7OQ2ClG6iv8hwNrU,0.303,0.948,11,-3.408,0,0.37,0.0191,0.2,0.969,0.522,80.348,12
Prisoner,"Sean Price, Freeway",5nqffYB98eZF666BjAwIvG,0.431,0.843,7,-4.13,1,0.372,0.0975,0.0,0.12,0.656,172.04,5
Rapper's & Bad B*tches,"Z-Man, Elon, Opio, Pep Love",1H81S7jBP6okyRbQs2bySa,0.699,0.832,1,-4.975,0,0.116,0.016,0.0,0.0522,0.704,171.973,19
Blind,yU,0FxtugOf53yAfk6i0ebUm0,0.648,0.604,8,-8.249,0,0.419,0.102,0.000203,0.964,0.846,93.882,12
On Stand By (feat. Oddisee & yU),"Mello Music Group, Oddisee, yU",7LWgMXLDIXff55v5imCSb9,0.756,0.682,10,-10.67,0,0.142,0.299,0.0,0.403,0.8,84.002,20
The Marvelous Joint,yU,6jM90R5ujmH4ORabF56IcM,0.532,0.517,6,-14.88,0,0.785,0.595,1.83e-06,0.122,0.622,93.315,20
Basically Numb,Wrekonize,6OmNGPPQmliZ1wriPwjnhJ,0.597,0.817,6,-5.359,0,0.363,0.26,0.0,0.146,0.458,164.076,19
Que Sera,Wax Tailor,6TSDRzJGwbK9cajVbtqlPV,0.714,0.721,9,-5.049,1,0.0783,0.273,0.245,0.174,0.415,83.021,13
Worldwide,"Wax Tailor, Ghostface Killah",0U6Eiv5N8sPNJpxIoNLJLT,0.684,0.771,5,-6.599,0,0.157,0.448,0.00229,0.247,0.69,94.019,0
Kings,"Rapper Big Pooh, Apollo Brown, Jalen Santoy, Novej, Lute",1pCBtqNsKO9Zf61YJ7AnGd,0.39,0.798,11,-5.401,1,0.181,0.0174,0.0,0.294,0.617,84.093,1
On The Line,"The Away Team, Rapper Big Pooh, Chaundon, Joe Scudda",4MCWltNKHKD8EAZcyJxlRh,0.415,0.78,6,-3.102,1,0.419,0.245,1.17e-05,0.117,0.709,178.646,5
Let It Be Known,"DJ K.O., Hassaan Mackey, Kenn Starr, Silent Knight",6KTsobLo6AjnOF1mPxUy31,0.402,0.931,1,-2.824,1,0.133,0.0103,0.000258,0.433,0.405,84.02,6
"Visionz (feat. Method Man, Raekwon, Masta Killa, Inspectah Deck & Ghostface Killah)","Wu-Tang Clan, Method Man, Raekwon, Masta Killa, Inspectah Deck, Ghostface Killah",3cuy0jpSxGAoTuJE0KORoR,0.776,0.596,11,-6.017,0,0.348,0.0197,0.0,0.2,0.437,88.927,20
The City (feat. Inspectah Deck),"Wu-Tang Clan, Inspectah Deck",2b3gxK2X5nI7c0NSRFFDBm,0.592,0.722,8,-8.011,0,0.117,0.000239,0.0152,0.394,0.294,92.59,11
"I Can't Go to Sleep (feat. Ghostface Killah, RZA & Issac Hayes)","Wu-Tang Clan, Ghostface Killah, RZA, Isaac Hayes",1VUZYA1krvrh7QO2Rpc1JV,0.418,0.575,5,-5.87,0,0.0729,0.429,0.0,0.138,0.698,137.83,11
Resident Evil,Sean Price,2vaQhqBvEGiuzCZSGDWLh7,0.685,0.785,8,-4.68,0,0.322,0.0504,0.0,0.135,0.647,90.992,14
Paradise,"Logic, Jesse Boykins III",0M2ZekrsEkru9Xp5rWnouQ,0.551,0.747,7,-7.911,1,0.254,0.115,0.0,0.0895,0.205,88.937,13
The Faster Blade (feat. Raekwon),"Ghostface Killah, Raekwon",0DMpKFgwFvSql4ufb7IVFO,0.489,0.756,1,-6.995,1,0.459,0.254,0.0,0.39,0.562,184.77,5
Guardian Angel,Wordsworth,5I1JpO6GboGVe86UdaFYXP,0.684,0.567,10,-5.041,0,0.166,0.164,0.0,0.143,0.64,84.46,20
Episodes,The Roots,5lBJJ85ocqmTKu0nm0YS2e,0.671,0.544,5,-8.504,1,0.331,0.0902,0.000519,0.343,0.644,84.403,2
Rabbit Hole,Living Legends,4gBIX9xFzeqfrPtlMzYpXN,0.819,0.797,7,-5.674,1,0.158,0.00861,0.0,0.0816,0.481,105.097,2
Brooklyn Movements,Da Bush Babees,3nK66twQcuU0QzSr98qj7V,0.701,0.574,10,-9.015,0,0.296,0.466,2.85e-06,0.388,0.523,97.24,20
Combat,Sunz Of Man,08qVwhUeOreOe9VGp2Ossh,0.745,0.541,10,-8.75,0,0.467,0.00198,2.27e-06,0.182,0.696,95.649,20
Rhymes Like Dimes,"MF DOOM, DJ Cucumber Slice",12OkZyDWNBLUqoReoseGrc,0.644,0.751,0,-5.652,1,0.268,0.662,0.0,0.17,0.759,99.948,18
Shake It,Little Brother,03hka8m8JsWhn4FrM9in1i,0.772,0.632,10,-5.508,0,0.258,0.422,0.0,0.363,0.581,94.986,14
Nas Is Like,Nas,3gY6tiCNsuVi6s8kPV6aQg,0.634,0.845,11,-5.058,0,0.352,0.00602,5.29e-06,0.0598,0.929,94.0,14
I Wanna Go Back,Onra,0KSauoDHUIG8QAdINb2Txz,0.408,0.722,7,-1.927,1,0.052,0.00269,0.0,0.317,0.292,179.996,4
The Perils,Old Man Saxon,4eAPrbLRlJQ9QbOGSqbWgY,0.801,0.55,5,-12.439,0,0.351,0.154,0.00166,0.128,0.652,173.923,19
Replay,"Visioneers, Voice",08QJlqezBxnXUl65gvxoAw,0.845,0.491,7,-7.935,0,0.18,0.253,0.000392,0.367,0.628,100.02,20
Panties in a Jumble,"Apollo Brown, Planet Asia",6JUp5cns6XEA66w2cYL4PK,0.572,0.531,10,-8.697,1,0.249,0.269,0.0,0.368,0.405,80.03,2
Duffles,"Apollo Brown, Planet Asia",4lkTWh4yPs1JjJ8tx8wpEw,0.476,0.685,8,-7.801,1,0.192,0.0414,0.0,0.301,0.326,80.567,13
Deep in the Casket,"Apollo Brown, Planet Asia",696kRjeeQPpfZ6dAFUIVEX,0.548,0.682,1,-8.913,1,0.334,0.113,0.0,0.145,0.496,85.576,18
The Chairman's Intent,Action Bronson,1heFl7oWexOz1jGrUJS92K,0.552,0.88,7,-4.697,0,0.313,0.749,0.0,0.0622,0.716,93.566,14
Own Light (What Hearts Are For),Brother Ali,7DXns6o8h5usyQfzbP0DQD,0.572,0.788,1,-4.601,1,0.331,0.131,0.0,0.151,0.306,175.961,5
I Got To Have It,Ed O.G. & Da Bulldogs,73hGHQIBJT1nqRffTT3Sbs,0.732,0.722,11,-8.706,0,0.17,0.00952,0.0,0.206,0.522,93.041,20
Fish (feat. Raekwon & Cappadonna),"Ghostface Killah, Raekwon, Cappadonna",37hqGqe1Btdp6xuljIm4zL,0.728,0.723,10,-7.441,0,0.271,0.024,3.71e-05,0.306,0.586,86.003,14
I Confess,Iomos Marad,71WLzaKx6dB7vYvIKi9CXL,0.639,0.827,5,-3.56,0,0.254,0.017,0.0,0.334,0.425,173.623,19
Soviet Official,"Apathy, O.C.",1nlFcIcr4dCktaNtEBp8Lm,0.352,0.858,9,-7.353,0,0.261,0.015,2.07e-06,0.146,0.781,175.835,19
Cocaina,Milano Constantine,2wgHWfoSzOiHGdjLHtem4L,0.716,0.875,4,-6.132,0,0.299,0.0571,0.0,0.541,0.629,92.652,12
Front to Back,Pawz One,6gHEN2xxb5ilcqyTqXOqWe,0.882,0.464,4,-8.848,0,0.172,0.0601,0.0,0.094,0.669,89.996,20
Flipside (feat. Masta Ace),"Pawz One, Masta Ace",5LzwT0FN3ZcQe8BUpmzXqY,0.677,0.634,1,-9.025,1,0.379,0.24,0.0,0.195,0.564,170.011,5
NEW YORK SH*T / TTE 3,"Marlon Craft, Radamiz",77Ulq1WMWiWqXlzTpg7YZb,0.624,0.651,7,-6.045,1,0.303,0.152,1.46e-05,0.266,0.588,91.232,2
Silk Road Merchant,Planet Asia,2v5NitYuMsxVH42OfHi74j,0.612,0.572,11,-7.393,1,0.067,0.519,0.0,0.0921,0.5,91.533,13
That's Street,"Tragedy Khadafi, Frost Gamble",7wmpCDtWxRpXQNyZ2tYEUD,0.547,0.589,11,-10.87,0,0.359,0.0434,3.28e-05,0.246,0.363,83.675,20
Word on the Streetz,Dizzy Wright,2tKI9sJvMp6a9S8Alz0R6r,0.493,0.736,11,-8.013,0,0.404,0.298,0.0,0.489,0.241,77.322,14
Delete (feat. Ill Bill & DJ 7l),"Blacastan & Stu Bangas, ILL Bill, DJ 7L",7zJqleRGxOXQJRLCo6kBIz,0.7,0.859,7,-5.58,1,0.277,0.0375,0.0,0.2,0.576,91.609,2
Notes,"Slone, Rita J",1rUeG7e9FajzqwFvG3GtxO,0.732,0.811,6,-5.505,0,0.29,0.189,2.33e-05,0.219,0.713,92.981,14
The Connection,"Kunoichi, Blu, Shayla",2w11zED9KAUswutJ9lfVhK,0.701,0.496,11,-10.492,1,0.139,0.289,0.0,0.132,0.655,87.029,2
Hip Hop Lives Underground,CJay,4nvu27C63aW89gSaNbAMI8,0.782,0.802,9,-6.064,0,0.281,0.366,0.0,0.105,0.682,93.699,14
Jazzy,CJay,1q4jRLsGQVlaAIuPo29db8,0.821,0.774,1,-5.821,1,0.461,0.171,0.0,0.0873,0.142,88.664,17
Word Word,CJay,7wmMVRW1vE41RiiuAr8zv0,0.544,0.723,6,-7.227,0,0.385,0.261,0.0,0.122,0.488,175.974,19
Show Me the Money,CJay,5LdrzfbsVA82qBiUTjZBVF,0.799,0.651,1,-7.894,1,0.274,0.199,0.0,0.0945,0.942,90.049,17
Small World,"Def3, Late Night Radio, Del The Funky Homosapien, Moka Only, The Gaff",5hMYXgsxCHqrueZRT0DlLV,0.817,0.898,10,-4.447,0,0.203,0.117,0.0,0.0408,0.694,95.989,7
Carry On,"Def3, Late Night Radio, Mystic, JFB",5AJgqeP0Rw3idkOBc0hyCK,0.85,0.774,10,-4.554,0,0.271,0.0366,0.0,0.0527,0.431,90.061,20
A-Okay,Grieves,6qwuba7cy4QWJyAsc1Ie02,0.657,0.814,4,-5.121,0,0.115,0.158,3.43e-05,0.0507,0.222,90.035,11
10-4,"Milano Constantine, Lil Fame",2C56w0L5pHGpAzfvXrq4Ek,0.644,0.874,1,-4.147,1,0.294,0.0643,0.0,0.159,0.697,82.714,18
"Cash Still Rules / Scary Hours (Still Don't Nothing Move but the Money) (feat. Raekwon, Method Man & Ghostface Killah)","Wu-Tang Clan, Raekwon, Method Man, Ghostface Killah",0f4QXQYzy5ocaeIO6DoxrD,0.552,0.675,10,-6.695,0,0.364,0.224,0.0,0.2,0.876,119.448,14
Moon And Back,"Fel Sweetenberg, Finale",3oST05p92zIlYXOKevOQ34,0.706,0.732,8,-6.343,1,0.36,0.365,7.42e-06,0.122,0.481,90.028,2
Tomorrow’s In The Stars,"DJ Brans, Fel Sweetenberg",7Iediufu4Oc1aVQG7fF5W2,0.526,0.779,9,-7.695,0,0.401,0.22,1.63e-06,0.546,0.65,176.24,19
Raise It Up,Slum Village,3dSSjfjfWezqb89nUWiGqo,0.86,0.774,2,-7.329,1,0.206,0.635,0.0,0.0742,0.898,94.87,10
"If I Could Change the World (feat. Tristate, Blu & Silo)","Eddie Brock, Tristate, Blu, Silo",1ip1ycDMJuhisU2alG07Pn,0.525,0.883,3,-2.56,0,0.154,0.0738,0.0,0.344,0.608,80.956,11
Freestyle or Written - Featuring Juice,"Molemen, Juice, Panik",7godt9o3iOqgLjNnUyeWn2,0.802,0.398,1,-10.085,1,0.231,0.0146,0.0,0.11,0.811,84.972,17
Chuck Berry (feat. Shawn Pen),"Apollo Brown, Planet Asia",2FYEqCuFYcooE7GW1K2wgK,0.557,0.524,2,-9.406,0,0.22,0.71,0.0,0.129,0.574,77.822,0
Akfam (feat. Blu),The Grouch & Eligh,0tcdL1Ceejgm1snuaIiKeF,0.601,0.869,2,-6.492,1,0.261,0.111,0.0,0.413,0.34,95.11,18
Rude Boy - Dirty Version,"Krazy Drayz, Smif-N-Wessun",0V0NpBSrpcUaI6QOWR2orP,0.716,0.891,7,-3.804,1,0.129,0.07,1.39e-06,0.696,0.625,90.676,12
Nutshell,Phife Dawg,2dXK1KxlHZSyTXO914O0SP,0.868,0.658,1,-8.945,1,0.318,0.0928,0.0,0.0846,0.769,94.125,17
High By Myself,Snowgoons,22mIwy1rScd6313Gb8e3L1,0.412,0.836,2,-5.13,0,0.193,0.0351,0.0,0.618,0.559,158.441,12
The Legend Of Mr. T,Snowgoons,3qxHmCtYvyBlKt7F99Mr5E,0.742,0.753,6,-5.83,0,0.0869,0.0703,0.000277,0.237,0.83,98.063,7
Skitzo,Jarren Benton,0E83DnKyzSttBHngvPDRxg,0.542,0.901,1,-3.3,1,0.354,0.0432,3.99e-06,0.466,0.738,126.626,18
C.R.E.A.M. '17,"Jarren Benton, Nick Grant",351LtzBlo6jM5FHM0YbKpd,0.497,0.845,10,-5.048,0,0.364,0.226,0.0,0.303,0.34,174.603,19
Olympics,The Doppelgangaz,42YCGMfCtTSpH9H7vkP6G8,0.596,0.832,11,-6.921,1,0.452,0.0637,1.17e-05,0.318,0.552,178.218,5
Perfect Murder,"Kirk Knight, Nyck Caution",5voTTwxtIiJMV0QbRonhAj,0.524,0.776,1,-4.068,1,0.349,0.222,3.52e-06,0.287,0.607,174.21,5
No One Seems to Care,"Kirk Knight, Nyck Caution",4L7JI7U4TEnUvPrIrHYkqQ,0.695,0.602,8,-8.44,0,0.328,0.175,0.0,0.169,0.528,84.89,20
$30k Mink,Jarren Benton,1vbfTS1zTqvEeNTwLiEMzL,0.528,0.69,10,-5.427,0,0.339,0.00315,0.0,0.149,0.469,176.533,19
The One,"Jarren Benton, Demrick",3ZLi7lJ1n4Jzql2Ov32J8O,0.68,0.919,11,-3.266,0,0.329,0.0556,0.0,0.191,0.734,89.08,14
Slash,Da Dysfunkshunal Familee,3Aet6PBHM5s9Lv1MOyb8qu,0.657,0.856,5,-4.743,0,0.194,0.00932,0.0,0.164,0.434,82.974,11
6 Beers,Myke Bogan,1AHmjUDQmuRIxVd2ummKaQ,0.64,0.843,10,-6.661,0,0.225,0.178,0.0,0.0886,0.926,93.083,14
Ol' Crew,Mr. Lif,1EGJ8dWV6RXbzNIbu0vlB6,0.649,0.652,1,-7.209,1,0.387,0.231,8.89e-06,0.245,0.644,142.212,5
Believe Me (9th Wonder HaHaHaHa Remix Mix),Rapsody,4TahqBHPCBfOVtjWs21xAH,0.664,0.656,7,-7.393,0,0.203,0.0212,0.0,0.0684,0.752,91.952,7
This Is It - Varan Remix,Silent Knight,0U0lQlXNCMe7jNrLCKdYbp,0.47,0.71,4,-5.475,0,0.269,8.47e-06,0.00305,0.0917,0.528,92.925,11
Candy Flip,"Gyyps, Felly",7HoROxw34JMUYcN7028jk1,0.871,0.397,8,-8.689,0,0.293,0.276,7.01e-06,0.128,0.708,127.083,20
NY Sh*t,"Marlon Craft, Radamiz",4VLPogk7cGi8gwgZdJIdKb,0.652,0.666,7,-5.491,1,0.16,0.104,0.00015,0.106,0.521,90.995,13
What's Done Is Done (ft. Ide & Jise One),"DJ Low Cut, IDE, Jise One",0ys6Eo97RqP5XylFBPX1q3,0.448,0.85,0,-6.033,0,0.395,0.044,0.0,0.0965,0.521,177.727,19
Brainiacs,Marlon Craft,6pmct3YdpXBnBrf1rJs0hK,0.6,0.925,5,-4.694,0,0.337,0.223,0.0,0.334,0.825,155.957,19
Knock Tha Hustle - Remix,"Cozz, J. Cole",3b5YHReWhnrlfHS7nk7YeQ,0.685,0.872,1,-5.828,1,0.294,0.035,0.0,0.228,0.546,85.85,18
52 Bars,CJay,0adBVPIvxNtPN3hXedkpNl,0.633,0.737,11,-6.842,0,0.423,0.112,0.0,0.252,0.828,173.793,19
"Untouchable (feat. Logic, Kirk Knight)",Dizzy Wright,2n5tp0NqlZwaf5GjpF5HvL,0.648,0.882,4,-4.806,1,0.297,0.00318,0.0,0.423,0.671,87.71,18
Tales of Trillium Shakespeare (feat. Ayo da Don),"Focus the Truth, Ayo Da Don",2LFnZ4SG0SQ24Wj1NorWLJ,0.624,0.722,3,-8.522,0,0.385,0.129,0.0,0.548,0.734,90.006,12
DUCKWORTH.,Kendrick Lamar,0y9uTzK9cNKSAEHnpeRG8C,0.552,0.731,7,-6.873,1,0.615,0.0536,0.0,0.258,0.632,174.516,5
Straight to the City,"DJ Quik, Problem",6H1OlefKInKAMbZbxDQZEi,0.51,0.678,0,-5.513,0,0.338,0.00338,0.0,0.271,0.466,166.318,19
On My Birthday,Troy Ave,10e4UefcOdxTJ98nfljJIP,0.694,0.702,2,-8.927,1,0.116,0.00412,0.000194,0.158,0.356,94.063,6
Super Hero,"Kool Keith, MF DOOM, L'Orange",4PKcAJBByGLhwHeCiXVbJU,0.633,0.779,6,-6.968,1,0.295,0.645,0.0,0.112,0.72,82.992,18
No Message,"Lucky Dice, Phinelia",4EuMaJYMngCCJy9FCLnGYv,0.408,0.786,5,-8.35,0,0.18,0.0199,0.148,0.885,0.783,96.149,12
To the Core (feat. Mr. Lif),"Ben Shorr, Mr. Lif",2j9QygLbpwMduGc0Knyay5,0.635,0.757,10,-6.224,0,0.237,0.00181,7.6e-06,0.48,0.559,95.008,14
Land of the Lost,"Slaine, Termanology",2wQNGnwIuRJJwfGkuSINwC,0.554,0.883,7,-6.139,1,0.257,0.0277,1.35e-06,0.139,0.854,83.894,18
Off the Wall,"Kirk Knight, Nyck Caution",68bHYstNW7JkOtncjt4iUM,0.696,0.8,0,-5.163,1,0.203,0.243,0.0,0.55,0.585,90.531,12
Wildflower,Ghostface Killah,4NjmBHI6MXFh4nrTKf7nZv,0.707,0.763,7,-8.067,1,0.414,0.595,0.0,0.145,0.768,92.932,2
"Black Boy, White Boy",Nick Grant,6wmhh4uxX4F9H7gDEfCaeC,0.599,0.836,11,-7.188,0,0.376,0.39,0.0,0.0635,0.419,171.991,19
This Is What It Comes Too,Raekwon,74omiGUtEYCVf3gTd4fwuf,0.736,0.969,1,-5.333,1,0.226,0.00651,0.0,0.16,0.565,91.606,18
Mobb Dizzle,Bishop Nehru,1bXX4U5IpEEtZIXZVm5yPt,0.427,0.689,9,-8.798,0,0.295,0.751,0.0,0.793,0.606,173.182,12
Gleamin',"M-Dot, B.A.M.",3VJK7KKWxlfmUCmDkXZJBG,0.509,0.727,8,-5.706,0,0.342,0.0831,0.0,0.157,0.925,174.306,19
Exit Thru the Gift Shop,"Oh No, Tristate, Evidence",598sD6uV82YMCoRdci7KLY,0.503,0.622,7,-9.183,1,0.426,0.788,0.0,0.424,0.534,131.051,5
Styles,Type.Raw,0ppbVzcdemmpTzhWK7PNcJ,0.677,0.687,11,-9.056,0,0.334,0.44,0.0,0.338,0.598,91.236,14
Back on Tracks,"Verbz, Mr Slipz",5fZbOXVDYqLeWe7gK9Dx6A,0.808,0.712,9,-4.236,0,0.403,0.275,0.0,0.403,0.782,95.144,14
State of Elevation,Dillon Cooper,0w02QKsU9va8KNnsAaHYM1,0.766,0.571,8,-7.437,1,0.282,0.327,0.0,0.0829,0.701,93.862,2
Exhale,"Bishop Nehru, Que Hampton",1z2wNFDbTMFcNbxaVFVg6F,0.386,0.725,8,-8.71,0,0.449,0.78,0.0,0.287,0.823,53.812,14
Therapy,"Masta Killa, Method Man, Redman",3MXZVw8oTHQiAlIwkxpjpM,0.785,0.651,10,-5.772,0,0.0779,0.00239,0.00051,0.151,0.568,94.611,7
Down With Me,"Masta Killa, Sean Price",5THoVLUA9Humx2cyCWOTxv,0.669,0.777,7,-7.361,0,0.477,0.319,0.0,0.165,0.321,96.14,14
Tomorrow Is Gone,"Apathy, O.C., Slaine, Kappa Gamma",6Lha89Z8YyqDtKK024hdAZ,0.639,0.611,10,-8.625,0,0.148,0.307,0.0,0.232,0.695,99.022,20
What It's All About,"Apathy, O.C.",7jPfaQa49KQfN2FGYFqcqz,0.697,0.698,0,-7.573,1,0.223,0.345,5.56e-05,0.153,0.799,92.077,17
Globetrotters,"Apathy, O.C., Jus Cuz",2d36qSNC6wOGZUvsx17lOZ,0.467,0.829,7,-7.442,1,0.206,0.00374,2.86e-06,0.317,0.349,178.159,4
Anti-Hero (feat. Bun B & Everlast),"Slaine, Termanology, Bun B, Everlast",5u68wdqNhSZxrSr2zAAD9L,0.593,0.846,1,-4.969,1,0.285,0.135,4.75e-06,0.122,0.601,93.968,18
Some Other Sh*t (feat. Madchild & DJ Revolution),"Slaine, Termanology, DJ Revolution, Madchild",2FhrKXbrah5nc3oB2MgvaB,0.53,0.784,7,-6.014,1,0.263,0.0574,0.0637,0.288,0.713,79.0,18
